title,price,rooms,bathrooms,area_sqm,price_per_sqm,total_rooms,"location_Al 'Awabi, Al Batinah•","location_Al Amarat, Muscat•","location_Al Buraimi, Al Buraimi•","location_Al Bustan, Muscat•","location_Al Duqum, Al Wusta•","location_Al Ghubrah, Muscat•","location_Al Hail, Muscat•","location_Al Khaboura, Al Batinah•","location_Al Khoud, Muscat•","location_Al Khuwair, Muscat•","location_Al Maabilah, Muscat•","location_Al Masn'a, Al Batinah•","location_Al Mawaleh, Muscat•","location_Al Mudaibi, Al Sharqiya•","location_Al Qabil, Al Sharqiya•","location_Al Rusayl, Muscat•","location_Al Rustaq, Al Batinah•","location_Al Seeb, Muscat•","location_Al Sifah, Muscat•","location_Al Sinainah, Al Buraimi•","location_Al Wadi Al Kabir, Muscat•","location_Ansab, Muscat•","location_Azaiba, Muscat•","location_Bahla, Al Dakhiliya•","location_Barka, Al Batinah•","location_Barr Al Jissah, Muscat•","location_Bidbid, Al Dakhiliya•","location_Bidiya, Al Sharqiya•","location_Bosher, Muscat•","location_Darsait, Muscat•","location_Ghala, Muscat•","location_Haima, Al Wusta•","location_Hamra, Al Dakhiliya•","location_Ibra, Al Sharqiya•","location_Ibri, Al Dhahirah•","location_Izki, Al Dakhiliya•","location_Liwa, Al Batinah•","location_Madinat As Sultan Qaboos, Muscat•","location_Mahut, Al Wusta•","location_Masira, Al Sharqiya•","location_Mirbat, Dhofar•","location_Misfah, Muscat•","location_Muqshin, Dhofar•","location_Muscat - Other, Muscat•","location_Muscat Hills, Muscat•","location_Mutrah, Muscat•","location_Nakhl, Al Batinah•","location_Nizwa, Al Dakhiliya•","location_Qantab, Muscat•","location_Qurayyat, Muscat•","location_Qurum, Muscat•","location_Ruwi, Muscat•","location_Sadah, Dhofar•","location_Saham, Al Batinah•","location_Salalah, Dhofar•","location_Sohar, Al Batinah•","location_Sultan Haitham City, Muscat•","location_Sumail, Al Dakhiliya•","location_Sur, Al Sharqiya•","location_Suwaiq, Al Batinah•","location_Taqah, Dhofar•","location_The Wave (Almouj), Muscat•","location_Wadi Al Ma'awal, Al Batinah•","location_Yiti, Muscat•","location_Yunqul, Al Dhahirah•"
One-Bedroom Apartment  – Al Mouj Golf Links | 83 m² | Payment Plan,-0.019646033209328725,1.0,1.0,-0.14399378094982582,0.18117713208441905,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
For Sale 1 Bhk Flat In Al Mouj LAGOON,-0.19582038443306707,1.0,2.0,-0.1326889318418066,0.02455131028400306,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
For Sale 2 BHK Flat In Al Mouj Lagoon,-0.061482643848517135,2.0,2.0,-0.12326822425179061,0.04549458037284354,-0.6744407713583079,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
For sale a farm in Al Suwaiq - Al Nabra,3.604018563529917,6.0,8.0,7.0849861882489495,-0.15168724730696373,1.8661026494851836,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
For Sale Brand New 5 Bhk Villa In Al Khoud,-0.09218841312498569,5.0,6.0,0.014745141941943742,-0.10473302258355566,1.1039396232321361,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
For Sale Studio Free Hold Property /  In Muscat Bay,-0.33399634617717555,1.0,1.0,-0.14399378094982582,-0.0005874732396424175,-1.1825494555270064,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
For Sale 3+1 Villa In Muscat Hills Free Hold,0.24173682775660987,3.0,4.0,-0.051199811188168236,-0.017454518422339214,0.0877222548947395,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
For Sale 2 Bhk In Rimal Boucher,-0.330158125017617,2.0,3.0,-0.1345730733598098,-0.030688727864358074,-0.4203864292739588,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
For Sale 1 Bhk In Boucher Near to Ammar ibn Yasir  Mosque,-0.5067162983573112,1.0,2.0,-0.1515303470218386,-0.08508832214195884,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
For Sale Flats And Offices In Ghala (Residential Commercial Building),-0.5220691829955455,1.0,2.0,-0.1571827715758482,-0.08108927979342256,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
free Hold property any Nationalities can buy,-0.46487968771812277,1.0,1.0,-0.1609510546118546,-0.008440187724195821,-1.1825494555270064,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
For Sale 1 Bhk Flat In Boucher First line directly opposite Oman Mall,-0.48176786082018047,1.0,2.0,-0.14587792246782902,-0.08204316529032421,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
For Sale Free Hold Studio In Maident Al Sultan Hyathem,-0.49040385842918727,,1.0,-0.1595379484733522,-0.04232231332656521,-1.4366037976113555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3 BR Limited Offer Furnished Freehold Townhouse in Sultan Haitham City,0.05750221209779852,3.0,4.0,-0.07004122636820023,-0.029734910967635995,0.0877222548947395,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1 BR Limited Offer Freehold Furnished Apartment in Sultan Haitham City,-0.4011652164694505,1.0,2.0,-0.1595379484733522,0.04333342467687988,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AMERAT | MODERN 4 BEDROOM VILLA FOR SALE,-0.22652615370953563,4.0,5.0,-0.05591016498317623,-0.09523033787588554,0.5958309390634379,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
شقة للبيع في مجمع المُزن – الموالح الشمالية | Apartment for Sale in Al,-0.46449586560216694,1.0,2.0,-0.1496462055038354,-0.06104126379437853,-0.9284951134426571,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
*شقة للبيع - مبنى الطيف ١*  الخوض شارع مزون إعلان رقم 44,-0.48944430313929765,2.0,2.0,-0.1312758257033042,-0.10872016302034032,-0.6744407713583079,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
شقة راقية للبيع في الطيف 1 - الخوض 7,-0.4760105290808426,2.0,2.0,-0.14069653329332021,-0.08909014160323715,-0.6744407713583079,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
شقق راقية تحت الانشاء للبيع في المعبيلة الجنوبية المرحلة الثامنة,-0.5182309618359869,2.0,3.0,-0.1359861794983122,-0.11692569803924319,-0.4203864292739588,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
فيلا راقية للبيع خوض 6,-0.23804081718821132,7.0,7.0,-0.028119077592629046,-0.10938949361706866,1.8661026494851836,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"Luxurious apartments under construction for sale in Maabilah South, 8",-0.5201500724157662,2.0,3.0,-0.1378703210163154,-0.11588953991823378,-0.4203864292739588,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
