Title,Location,Price,Rooms,Bathrooms,Size
Lavish Corner Standalone  4BHK Villa For Sale in Wadi Zaha,"Al Seeb, Muscat•","OMR 349,550Freehold",4,5,388 SQM
30/70 Payment Plan | Amazing Facilities | Sustainable City Yiti,"Yiti, Muscat•","OMR 86,026Freehold",1,2,79.85 SQM
Luxurious Layout | Easy Payment Plan | Sustainable City Yiti,"Yiti, Muscat•","OMR 216,098Freehold",3,4,164.88 SQM
Flexible Payment Plan | 5% Down Payment | Sustainable City Yiti,"Yiti, Muscat•","OMR 213,402Freehold",3,4,"16,411 SQM"
5% Down Payment | Spacious 2BR | Sustainable City Yiti,"Yiti, Muscat•","OMR 167,315Freehold",2,3,"12,509 SQM"
Payment Plan| Waterfront Lifestyle| Upscale 2BR+Study| Bellevue,"Muscat - Other, Muscat•","OMR 358,700Freehold",2,3,158 SQM
SR-AH- 155 Villa For Sale in Al Khoudh Hay Al Kawtharفيلا للبيع بالخوض,"Al Khoud, Muscat•","OMR 100,000Non Freehold",5,7,369 SQM
ارض للبيع في المعبيلة حلة النصر,"Al Maabilah, Muscat•","OMR 36,000",300 SQM,N/A,N/A
أرض صناعية للبيع في الجفنين الرسيل,"Al Rusayl, Muscat•","OMR 71,000","1,100 SQM",N/A,N/A
توين فيلا كورنر في المسفاة,"Misfah, Muscat•","OMR 90,000Negotiable",4,6,294 SQM
أرض الخط الأول شارع الوكالات الوطية,"Muscat - Other, Muscat•","OMR 450,000Negotiable",906 SQM,N/A,N/A
4 Bedroom Extended Villa for Sale In Al Mouj,"The Wave (Almouj), Muscat•","OMR 395,000",450 SQM,N/A,N/A
"4 Bedroom Villa, Al Jissah, Muscat Bay, Oman","Muscat - Other, Muscat•","OMR 350,000Freehold",4,3,460 SQM
شقة دوبليكس للبيع في العذيبة - Duplex apartment for sale in Al Aziba,"Azaiba, Muscat•","OMR 57,000Negotiable",2,3,108 SQM
5 bedroom villa for sale in almouj,"The Wave (Almouj), Muscat•","OMR 578,000Freehold",5,6,455 SQM
Apartment for Sale in sultan haitham city Muscat,"Sultan Haitham City, Muscat•","OMR 53,300Freehold",1,2,82 SQM
Apartment for Sale with 1 bedroom  in sultan haitham city,"Sultan Haitham City, Muscat•","OMR 48,100Freehold",1,1,74 SQM
Villa for Sale in Jabel Sifah with three bedrooms and Majlis,"Al Sifah, Muscat•","OMR 183,492Freehold",5,6,183 SQM
Villa for Sale with 5 BHK in Muscat Yiti,"Yiti, Muscat•","OMR 1,506,534Freehold",5,6,487 SQM
Villa for Sale with 4 BHK in Muscat Yiti,"Yiti, Muscat•","OMR 274,596Freehold",4,4,260.11 SQM
7 bedroom villa for sale in sultan haitham city,"Sultan Haitham City, Muscat•","OMR 310,000Freehold",7,7,413 SQM
4 bedroom apartment for sale in sultan haitham city muscat,"Sultan Haitham City, Muscat•","OMR 204,000Freehold",4,4,272 SQM
3 bedroom apartment for sale in sultan haitham city,"Sultan Haitham City, Muscat•","OMR 163,050Freehold",3,4,217 SQM
2 bedroom apartment for sale in sultan haitham city muscat,"Sultan Haitham City, Muscat•","OMR 110,000Freehold",2,3,147 SQM
2 bedroom apartment for sale in sultan haitham city,"Sultan Haitham City, Muscat•","OMR 70,850Freehold",2,3,109 SQM
Villa for Sale with 5 Bedrooms in Muscat Bay,"Qantab, Muscat•","OMR 1,025,000Freehold",5,6,646 SQM
Apartment for Sale in almouj marina 2 bedroom,"The Wave (Almouj), Muscat•","OMR 245,500Freehold",2,2,145 SQM
Villa for Sale with 4 Bedrooms byTrump International Hotel,"Yiti, Muscat•","OMR 514,755Freehold",4,4,170 SQM
Aparment for sale 3BHK in Muscat Bay,"Qantab, Muscat•","OMR 199,000Freehold",3,3,171 SQM
Apartment for Sale in Al Mouj with 2 bedrooms,"The Wave (Almouj), Muscat•","OMR 175,000Freehold",2,1,224 SQM
Villa for Sale in Al Mouj Muscat with 6 Bedrooms,"The Wave (Almouj), Muscat•","OMR 1,406,000Freehold",6,7,907 SQM
5 bedroom villa for sale in Almouj Muscat,"The Wave (Almouj), Muscat•","OMR 499,000Freehold",5,6,427 SQM
شقة للبيع في المعبيلة الجنوبية – بسعر معقول Apartment for Sale in Sout,"Al Maabilah, Muscat•","OMR 28,000Non Freehold",2,2,105 SQM
للبيع شقة فخمة في المزن ريزيدنس - بلوك B | Luxury Apartment for Sale i,"Al Mawaleh, Muscat•","OMR 48,500Non Freehold",2,2,109 SQM
1 BR Freehold Off-Plan Apartment in Aida – Yiti,"Yiti, Muscat•","OMR 61,293Freehold",1,2,71 SQM
For Sale Villa 4BHK - Al Qurum,"Qurum, Muscat•","OMR 115,000Negotiable",4,4,260 SQM
For Sale Fully Furnished Villa - Jebel Saifah,"Al Sifah, Muscat•","OMR 170,000Freehold",3,4,145 SQM
One-Bedroom Apartment  – Al Mouj Golf Links | 83 m² | Payment Plan,"The Wave (Almouj), Muscat•","OMR 155,900Freehold",1,1,83 SQM
For Sale 1 Bhk Flat In Al Mouj LAGOON,"The Wave (Almouj), Muscat•","OMR 110,000Negotiable",1,2,107 SQM
For Sale 2 BHK Flat In Al Mouj Lagoon,"The Wave (Almouj), Muscat•","OMR 145,000Negotiable",2,2,127 SQM
For sale a farm in Al Suwaiq - Al Nabra,"Suwaiq, Al Batinah•","OMR 1,100,000Negotiable",6,8,"15,430 SQM"
For Sale Brand New 5 Bhk Villa In Al Khoud,"Al Khoud, Muscat•","OMR 137,000Non Freehold",5,6,420 SQM
For Sale Studio Free Hold Property /  In Muscat Bay,"Yiti, Muscat•","OMR 74,000Negotiable",1,1,83 SQM
For Sale 3+1 Villa In Muscat Hills Free Hold,"Muscat Hills, Muscat•","OMR 224,000Negotiable",3,4,280 SQM
For Sale  Residential Commercial Land In Qurum 29,"Qurum, Muscat•","OMR 1,000,000","2,500 SQM",N/A,N/A
For Sale 2 Bhk In Rimal Boucher,"Bosher, Muscat•","OMR 75,000Negotiable",2,3,103 SQM
For Sale Shop in Boucher / Gubara South Behind Asala Towers,"Al Ghubrah, Muscat•","OMR 41,900Non Freehold",31 SQM,N/A,N/A
For Sale 1 Bhk In Boucher Near to Ammar ibn Yasir  Mosque,"Bosher, Muscat•","OMR 29,000Non Freehold",1,2,67 SQM
For Sala residential Commercial Land In Ghala Hits,"Ghala, Muscat•","OMR 2,500,000Negotiable","20,013 SQM",N/A,N/A
For Sale Flats And Offices In Ghala (Residential Commercial Building),"Ghala, Muscat•","OMR 25,000Non Freehold",1,2,55 SQM
free Hold property any Nationalities can buy,"Al Khoud, Muscat•","OMR 39,900Freehold",1,1,47 SQM
For Sale Free Hold Open Spaces In Muscat Hills,"Muscat Hills, Muscat•","OMR 40,845Freehold",38.9 SQM,N/A,N/A
For Sale 1 Bhk Flat In Boucher First line directly opposite Oman Mall,"Bosher, Muscat•","OMR 35,500Non Freehold",1,2,79 SQM
For Sale Free Hold Studio In Maident Al Sultan Hyathem,"Al Seeb, Muscat•","OMR 33,250Freehold",Studio,1,50 SQM
3 BR Limited Offer Furnished Freehold Townhouse in Sultan Haitham City,"Al Maabilah, Muscat•","OMR 176,000Freehold",3,4,240 SQM
1 BR Limited Offer Freehold Furnished Apartment in Sultan Haitham City,"Al Maabilah, Muscat•","OMR 56,500Freehold",1,2,50 SQM
AMERAT | MODERN 4 BEDROOM VILLA FOR SALE,"Al Amarat, Muscat•","OMR 102,000Non Freehold",4,5,270 SQM
شقة للبيع في مجمع المُزن – الموالح الشمالية | Apartment for Sale in Al,"Al Mawaleh, Muscat•","OMR 40,000Non Freehold",1,2,71 SQM
*شقة للبيع - مبنى الطيف ١*  الخوض شارع مزون إعلان رقم 44,"Al Khoud, Muscat•","OMR 33,500Non Freehold",2,2,110 SQM
للبيع فندق في المعبيلة – موقع مميز وفرصة استثمارية,"Al Maabilah, Muscat•","OMR 500,000Non Freehold","2,400 SQM",N/A,N/A
شقة راقية للبيع في الطيف 1 - الخوض 7,"Al Khoud, Muscat•","OMR 37,000Non Freehold",2,2,90 SQM
شقق راقية تحت الانشاء للبيع في المعبيلة الجنوبية المرحلة الثامنة,"Al Maabilah, Muscat•","OMR 26,000Non Freehold",2,3,100 SQM
فيلا راقية للبيع خوض 6,"Al Khoud, Muscat•","OMR 99,000Non Freehold",7,7,329 SQM
"Luxurious apartments under construction for sale in Maabilah South, 8","Al Maabilah, Muscat•","OMR 25,500Non Freehold",2,3,96.07 SQM
شقة راقية للبيع في شادن – الحيل الشمالية | Elegant Apartment for Sale,"Al Hail, Muscat•","OMR 35,000Non Freehold",1,2,80 SQM
Spacious 2BHK Duplex Apartment For Sale in Sultan Haitham City- Muscat,"Sultan Haitham City, Muscat•","OMR 105,424Freehold",2,4,138.27 SQM
Spacious Corner 3BHK Townhouse For Sale in Sultan Haitham City- Muscat,"Sultan Haitham City, Muscat•","OMR 114,600Freehold",3,4,194.13 SQM
Corner 4 BHK Townhouse For Sale in Hay Alwafa - Sultan Haitham City,"Sultan Haitham City, Muscat•","OMR 123,300Freehold",4,5,206 SQM
Spacious 4 BHK Townhouse For Sale in Hay Alwafa - Sultan Haitham City,"Sultan Haitham City, Muscat•","OMR 121,200Freehold",4,5,205.34 SQM
Luxurious 5 BHK Villa For Sale in Hay Alwafa - Sultan Haitham City,"Sultan Haitham City, Muscat•","OMR 292,200Freehold",5,7,508.11 SQM
AMERAT | MODERN 4 BEDROOM VILLA,"Al Amarat, Muscat•","OMR 102,000Non Freehold",4,5,265 SQM
Modern 1 BHK Apartment with Balcony for Sale in Sustainable City- Yiti,"Yiti, Muscat•","OMR 93,394Freehold",1,2,82.3 SQM
شقه للبيع علي شارع مزون بجوار  مسجد السيده مزون,"Al Khoud, Muscat•","OMR 26,000Non Freehold",1,2,70 SQM
للبيع ارض صناعي ف منطقه الجفنين مساحه واسعه وبها ورشه بها دخل شهري,"Muscat - Other, Muscat•","OMR 120,000Non Freehold","1,000 SQM",N/A,N/A
فرصة استثمارية مميزة_ مكتب للبيع فى بوشر قرب عمان مول,"Bosher, Muscat•","OMR 60,000Negotiable",63 SQM,N/A,N/A
Freehold Luxurious 1 BHK Apartment For Sale in Muscat Bay,"Muscat - Other, Muscat•","OMR 88,780Freehold",1,1,79.09 SQM
Lavish 3 BHK Penthouse with Pool for Sale in Wadi Zaha | Payment Plan,"Al Seeb, Muscat•","OMR 158,186Freehold",3,5,195 SQM
Luxurious 5BHK Villa for Sale in AIDA OCEANA | Flexible Payment Plan,"Yiti, Muscat•","OMR 646,500Freehold",5,6,"3,862 SQM"
For Sale Free Hold Units In Sultan Haythem City Hay Al Wafaa,"Sultan Haitham City, Muscat•","OMR 48,600Freehold",1,2,67.52 SQM
For Sale Free Hold One Bhk And Two Bhk In The Sustainable City (Yiti),"Yiti, Muscat•","OMR 90,000Freehold",1,2,80 SQM
Free Hold property For Sale Fully Furnished Studio Apartment,"Al Khoud, Muscat•","OMR 39,900Freehold",Studio,1,45 SQM
Freehold property/Any Nationalities can buy. For Sale Fully Furnished,"Al Khoud, Muscat•","OMR 47,300Freehold",1,1,56 SQM
For Sale 2 Bhk Apartment In Salalah ( Arina Residence),"Salalah, Dhofar•","OMR 58,500Freehold",2,3,110 SQM
For Sale 1 Bhk & 2 Bhk Apartments in Boucher (Boucher 94),"Bosher, Muscat•","OMR 28,500Non Freehold",1,2,50.8 SQM
Stylish Studio with Stunning View for Sale in Jebel Sifah,"Al Sifah, Muscat•","OMR 45,000Freehold",Studio,1,52 SQM
Luxurious 2BHK Apartment With Balcony For Sale in Uptown Muscat,"Muscat - Other, Muscat•","OMR 119,394Freehold",2,3,154.716 SQM
Luxury Spacious 2BHK Apartment For Sale in Uptown Muscat,"Muscat - Other, Muscat•","OMR 106,731Freehold",2,3,129.65 SQM
Spacious Beachfront 1 BHK Apartment in The Residence Mandarin Oriental,"Muscat - Other, Muscat•","OMR 200,432Freehold",1,2,81.68 SQM
Luxury Furnished 3BHK Villa For Sale in Trump Cliff Villas - Muscat,"Muscat - Other, Muscat•","OMR 722,318Freehold",3,5,166.01 SQM
SR- AR- 153 Villa for sale in almawaleh south/فيلا للبيع في الموالح ال,"Al Mawaleh, Muscat•","OMR 110,000Non Freehold",4,5,330 SQM
Upscale Furnished 3 BHK Villa for Sale in Trump Cliff Villas - Muscat,"Muscat - Other, Muscat•","OMR 664,200Freehold",3,5,166.01 SQM
Luxurious Furnished 3 BHK Villa for Sale in Trump Cliff Villa - Muscat,"Muscat - Other, Muscat•","OMR 455,287Freehold",3,4,128.48 SQM
Luxurious 3BHK Sky Villa for Sale in Yenaier - Sultan Haitham City,"Sultan Haitham City, Muscat•","OMR 113,114Freehold",3,4,133 SQM
Spacious 2 BHK Apartment for Sale in Yenaier - Sultan Haitham City,"Sultan Haitham City, Muscat•","OMR 90,474Freehold",2,3,106 SQM
Modern Apartment for Sale in Al Mouj – Marsa Garden | 145.6 m²,"The Wave (Almouj), Muscat•","OMR 160,000Freehold",2,2,145 SQM
Furnished 1-Bedroom Apartment with Golf View for Sale in Jebel Sifah,"Al Sifah, Muscat•","OMR 53,500Freehold",1,1,61 SQM
For Sale  1bedroom In Maident Al Sultan Hyathem 5y installment,"Sultan Haitham City, Muscat•","OMR 58,000Freehold",1,2,75 SQM
luxury flat in lagoun with installment,"The Wave (Almouj), Muscat•","OMR 110,000Negotiable",1,2,95 SQM
LUXURY FLAT IN MUSCAT HILLS WITH REVENUE,"Muscat Hills, Muscat•","OMR 65,000Freehold",1,2,85 SQM
the opportunity to take the free hold visa with special price,"Muscat Hills, Muscat•","OMR 35,000Freehold",22 SQM,N/A,N/A
luxury ground floor in the best building inside almouj juman 1,"The Wave (Almouj), Muscat•","OMR 110,000Negotiable",1,1,88.6 SQM
offer for limitted time flat in juman 2 with special price,"The Wave (Almouj), Muscat•","OMR 210,000Freehold",2,3,145 SQM
one Bedroom Apartment with Golf Lake View for Sale in Jebel Sifah,"Al Sifah, Muscat•","OMR 60,000Freehold",1,1,83 SQM
luxury flat in the best building in muscat hills,"Muscat Hills, Muscat•","OMR 66,000Freehold",1,2,96 SQM
luxury studio in muscat hills with 3 years installment,"Muscat Hills, Muscat•","OMR 47,000Freehold",Studio,1,60 SQM
luxury flat in muscat hills with 3years installment,"Muscat Hills, Muscat•","OMR 65,000Freehold",1,2,80 SQM
Exclusive Studio with Stunning View for Sale in Jebel Sifah,"Al Sifah, Muscat•","OMR 48,000Freehold",Studio,1,58 SQM
Exclusive Studio with Stunning View for Sale in Hawana Salalah,"Salalah, Dhofar•","OMR 45,000Freehold",Studio,1,38 SQM
"Exclusive Sea View 2+1 Bedroom Apartment, Jebel Sifah   شقة 2 غرف سيفة","Al Sifah, Muscat•","OMR 115,000Negotiable",2,2,124 SQM
"‎شقة أرضية غرفتين، هوانا صلالة | Ground Floor 2BHK, Hawana Salalah","Salalah, Dhofar•","OMR 80,000Freehold",2,2,125 SQM
Stunning 2 Bedrooms Apartment for Sale in Jebel Sifah,"Al Sifah, Muscat•","OMR 140,000Freehold",2,2,159 SQM
Luxury Villa for Sale in jebel Sifah | فيلا فاخرة للبيع في جبل سيفة,"Al Sifah, Muscat•","OMR 1,400,000Freehold",5,5,650 SQM
شقة 3 غرف نوم في مدينة السلطان هيثم | Bedroom Apartment 3BHK,"Sultan Haitham City, Muscat•","OMR 104,970Freehold",3,3,154 SQM
احجز شقتك الآن في مدينة السلطان هيثم | Book Your Apartment 2BHK Now,"Sultan Haitham City, Muscat•","OMR 73,470Freehold",2,2,109.2 SQM
أجدد فلل الموج في جنان الموج مسقط | Jinan 6BHK Villa in Al Mouj Muscat,"The Wave (Almouj), Muscat•","OMR 1,406,000Freehold",6,8,"1,003 SQM"
شقة فاخرة في الموج – مروج,"The Wave (Almouj), Muscat•","OMR 80,000Freehold",1,1,61 SQM
3 Bedroom Villa for Sale in Aida,"Yiti, Muscat•","OMR 169,500Freehold",3,3,125 SQM
3 Bedroom Courtyard Villa for Sale in Al Mouj Muscat,"The Wave (Almouj), Muscat•","OMR 305,000Freehold",3,5,265 SQM
1 Bedroom Apartment For Sale in Juman 1,"The Wave (Almouj), Muscat•","OMR 145,000Freehold",1,2,93 SQM
Fully Modified 4 Bedroom Villa for Sale in Al Mouj,"The Wave (Almouj), Muscat•","OMR 420,000Freehold",4,6,525 SQM
Lovely 4 Bedroom Villa for Sale in Al Mouj,"The Wave (Almouj), Muscat•","OMR 425,000",619 SQM,N/A,N/A
1 Bedroom Apartment with Sea View for Sale,"The Wave (Almouj), Muscat•","OMR 150,000Freehold",1,2,84 SQM
2 Bedroom Partial Marina View Apartment for Sale,"The Wave (Almouj), Muscat•","OMR 163,000Freehold",2,2,131 SQM
3 Bedroom Courtyard Villa for Sale in Al Mouj,"The Wave (Almouj), Muscat•","OMR 300,000Freehold",3,5,269 SQM
Beautiful 4 Bedroom Villa for Sale in Al Mouj,"The Wave (Almouj), Muscat•","OMR 395,000Freehold",4,6,445 SQM
3 Bedroom Townhouse for Sale in Al Mouj,"The Wave (Almouj), Muscat•","OMR 200,000Freehold",3,4,217 SQM
2 Bedroom Furnished Townhouse for Sale in Al Mouj,"The Wave (Almouj), Muscat•","OMR 165,000Freehold",2,3,197 SQM
1 Bedroom Apartment with Sea View for Sale,"The Wave (Almouj), Muscat•","OMR 148,000Freehold",1,2,83 SQM
Lovely Villa for Sale in MSQ,"Madinat As Sultan Qaboos, Muscat•","OMR 430,000Non Freehold",5,7,720 SQM
1 Bedroom Apartment for Sale in Juman 2,"The Wave (Almouj), Muscat•","OMR 135,000Freehold",1,2,91 SQM
4 Bedroom Villa For Sale in Muscat Hills,"Muscat Hills, Muscat•","OMR 425,000Freehold",4,6,450 SQM
Beautiful 2 Bedroom Plus Study Sea View Apartment for Sale in Al Mouj,"The Wave (Almouj), Muscat•","OMR 195,000Freehold",2,4,157 SQM
5 Bedroom Fully Extended Villa for Sale in Al Mouj Muscat,"The Wave (Almouj), Muscat•","OMR 385,000Freehold",5,7,630 SQM
3 BR + Maid’s Room Luxury Villa – Muscat Hills,"Muscat Hills, Muscat•","OMR 390,000Negotiable",3,4,471 SQM
7 Bedroom Renovated Villa for Sale in Al Mouj Muscat,"The Wave (Almouj), Muscat•","OMR 700,000Freehold",7,9,560 SQM
Offplan 3 Bedroom Townhouse for Sale in Al Mouj Muscat,"The Wave (Almouj), Muscat•","OMR 200,000Freehold",3,5,202 SQM
Exclusive 6 Bedroom Offplan Villa in Al Mouj Muscat,"The Wave (Almouj), Muscat•","OMR 1,580,000Freehold",6,8,907.5 SQM
2 Bedroom Apartment For Sale in Al Mouj Muscat,"The Wave (Almouj), Muscat•","OMR 190,000Freehold",2,4,156 SQM
Elegant 5 Bedroom Villa with Lake View for Sale in Al Mouj Muscat,"The Wave (Almouj), Muscat•","OMR 525,000Freehold",5,7,534 SQM
أرض كورنر واسعة على شارعين في الخوض – موقع مميز,"Al Khoud, Muscat•","OMR 270,000","1,320 SQM",N/A,N/A
أرض سكنية زاوية + سكة بأول خط في الخوض – موقع استثنائي,"Al Khoud, Muscat•","OMR 245,000","1,331 SQM",N/A,N/A
أرض كورنر بإطلالة بانورامية نادرة في القرم,"Qurum, Muscat•","OMR 290,000","1,000 SQM",N/A,N/A
أرض سكنية تجارية في قلب غلا داون تاون – موقع استثماري نادر,"Ghala, Muscat•","OMR 425,000",878 SQM,N/A,N/A
أرض سكنية تجارية استثمارية على الخط الأول – الموالح الجنوبية,"Al Mawaleh, Muscat•","OMR 1,025,000","31,501 SQM",N/A,N/A
أرض سكنية تجارية نادرة على شارع السلطان قابوس – الموالح الجنوبية,"Al Mawaleh, Muscat•","OMR 3,000,000","10,000 SQM",N/A,N/A
For Sale Elegant Villa in Al Mouj – Hadeeqat Al Ghadeer  Prime Loc,"The Wave (Almouj), Muscat•","OMR 295,000Negotiable",4,4,269 SQM
Luxurious 2 BHK Apartment for Sale in Yenaier - Sultan Haitham City,"Sultan Haitham City, Muscat•","OMR 80,835Freehold",2,3,95 SQM
Luxury New Studio Apartment for Sale in Sultan Haitham City,"Sultan Haitham City, Muscat•","OMR 47,105Freehold",Studio,1,56 SQM
Luxurious 3 BHK+Maids with Terrace for sale in Hay Alwafa,"Sultan Haitham City, Muscat•","OMR 119,889Freehold",3,4,154.81 SQM
Freehold Ready 1 BR Zaha | Kitchen Appliances included | Muscat Bay,"Muscat - Other, Muscat•","OMR 98,995Freehold",1,1,79.09 SQM
Freehold Ready 3BR Zaha Villa | Life-Time Oman Residency | Muscat Bay,"Muscat - Other, Muscat•","OMR 346,600Freehold",3,5,357.12 SQM
Freehold Ready 4BR Zaha Villa | Life-Time Oman Residency | Muscat Bay,"Muscat - Other, Muscat•","OMR 569,000Freehold",4,6,422.24 SQM
10% Down Payment | Attached Villa | Payment Plan | Aida Oceana,"Yiti, Muscat•","OMR 296,653Freehold",3,4,288.9 SQM
Big Luxurious 3 BHK Apartment for sale in Sustainable City Yiti,"Yiti, Muscat•","OMR 223,705Freehold",3,4,172.03 SQM
Standalone 4 BHK Villa with 20/80 Payment Plan for Sale in Wadi Zaha,"Al Seeb, Muscat•","OMR 340,016Freehold",4,5,388 SQM
Dazzling View| Balcony| Spacious 2 BHK Apartment for Sale in Solaris,"Al Sifah, Muscat•","OMR 91,880Freehold",2,2,85.3 SQM
عقارات مع اقامة دائمة | شقة غرفة نوم | موج مسقط | استثمار مربح,"The Wave (Almouj), Muscat•","OMR 90,000Freehold",1,1,88 SQM
شقة غرفة نوم | مسقط موج | تقسیط | تملک حر | طابق الاول | اطلاله جمیلة,"The Wave (Almouj), Muscat•","OMR 100,000Freehold",1,1,107 SQM
